n.par	n.mom	n.dad	sex.ratio	noff	female.rs	female.sd	females.mates	max.female.mates	male.rs	male.sd	male.mates	max.male.mates	mp.count	mp.rs	true.npar	true.noff	true.lambda	true.sr	true.sckew	mat
50	25	25	1	250	10	3.94	2.8	6	10	7.38	2.8	6	70	0.4	50	250	4	1	uniform	Subsampled
50	25	25	1	201419	8056.76	2238.19	2.68	5	8056.76	5688.89	2.68	7	67	322.27	50	250	4	1	uniform	Original
50	25	25	1	250	10	4.03	2.48	4	10	6.99	2.48	7	62	0.4	50	250	4	1	uniform	Subsampled
50	25	25	1	181051	7242.04	2307.68	3.44	7	7242.04	4202.26	3.44	7	86	289.682	50	250	4	1	uniform	Original
49	25	24	0.96	250	10	4.22	3.2	6	10.42	6.3	3.33	7	80	0.417	50	250	4	1	uniform	Subsampled
50	25	25	1	193936	7757.44	2485.42	1.84	4	7757.44	5996.17	1.84	4	46	310.298	50	250	4	1	uniform	Original
50	25	25	1	250	10	5.12	1.8	4	10	7.51	1.8	4	45	0.4	50	250	4	1	uniform	Subsampled
50	25	25	1	200404	8016.16	2592.02	4.2	8	8016.16	5119.63	4.2	11	105	320.646	50	250	4	1	uniform	Original
50	25	25	1	250	10	3.94	3.68	6	10	7.55	3.68	8	92	0.4	50	250	4	1	uniform	Subsampled
50	25	25	1	183076	7323.04	2168.07	2.24	5	7323.04	5655.71	2.24	4	56	292.922	50	250	4	1	uniform	Original
49	25	24	0.96	250	10	4.65	2.2	5	10.42	8.81	2.29	4	55	0.417	50	250	4	1	uniform	Subsampled
50	25	25	1	188781	7551.24	2066.9	2.48	5	7551.24	5381.4	2.48	6	62	302.05	50	250	4	1	uniform	Original
49	25	24	0.96	250	10	4.75	2.32	5	10.42	7.59	2.42	6	58	0.417	50	250	4	1	uniform	Subsampled
50	25	25	1	219197	8767.88	2470.07	3.52	7	8767.88	4035.94	3.52	6	88	350.715	50	250	4	1	uniform	Original
50	25	25	1	250	10	4.65	3.2	6	10	5.06	3.2	5	80	0.4	50	250	4	1	uniform	Subsampled
50	25	25	1	194825	7793	2456.73	2	5	7793	6724.77	2	7	50	311.72	50	250	4	1	uniform	Original
50	25	25	1	250	10	3.74	1.92	4	10	10.13	1.92	6	48	0.4	50	250	4	1	uniform	Subsampled
50	25	25	1	199866	7994.64	2739.01	2.24	6	7994.64	7988.44	2.24	5	56	319.786	50	250	4	1	uniform	Original
48	25	23	0.92	250	10	4.44	2.04	4	10.87	10.95	2.22	5	51	0.435	50	250	4	1	uniform	Subsampled
50	25	25	1	202761	8110.44	2540.85	4.36	8	8110.44	5239.88	4.36	10	109	324.418	50	250	4	1	uniform	Original
50	25	25	1	250	10	4.91	3.88	8	10	6.44	3.88	8	97	0.4	50	250	4	1	uniform	Subsampled
50	25	25	1	195931	7837.24	2331.38	3.52	9	7837.24	5337.8	3.52	7	88	313.49	50	250	4	1	uniform	Original
49	25	24	0.96	250	10	3.62	2.92	6	10.42	7.54	3.04	7	73	0.417	50	250	4	1	uniform	Subsampled
50	25	25	1	216013	8640.52	2261.05	1.68	3	8640.52	7396.19	1.68	4	42	345.621	50	250	4	1	uniform	Original
50	25	25	1	250	10	4.55	1.68	3	10	8.47	1.68	4	42	0.4	50	250	4	1	uniform	Subsampled
50	25	25	1	179646	7185.84	2564.63	4.6	9	7185.84	4081.98	4.6	10	115	287.434	50	250	4	1	uniform	Original
50	25	25	1	250	10	4.73	3.92	7	10	5.67	3.92	9	98	0.4	50	250	4	1	uniform	Subsampled
50	25	25	1	205049	8201.96	2439.66	1.52	3	8201.96	5528.1	1.52	3	38	328.078	50	250	4	1	uniform	Original
49	25	24	0.96	250	10	4.24	1.44	3	10.42	7.04	1.5	3	36	0.417	50	250	4	1	uniform	Subsampled
50	25	25	1	203616	8144.64	2326.27	1.68	4	8144.64	5384.84	1.68	4	42	325.786	50	250	4	1	uniform	Original
50	25	25	1	250	10	3.34	1.6	4	10	7.34	1.6	4	40	0.4	50	250	4	1	uniform	Subsampled
50	25	25	1	208899	8355.96	2492.06	3.48	7	8355.96	4733.03	3.48	8	87	334.238	50	250	4	1	uniform	Original
49	25	24	0.96	250	10	4.92	2.84	6	10.42	6.27	2.96	7	71	0.417	50	250	4	1	uniform	Subsampled
50	25	25	1	217627	8705.08	2509.91	3.04	6	8705.08	5534.72	3.04	8	76	348.203	50	250	4	1	uniform	Original
50	25	25	1	250	10	4.73	2.76	6	10	7.94	2.76	8	69	0.4	50	250	4	1	uniform	Subsampled
50	25	25	1	178351	7134.04	2379.6	3.08	6	7134.04	5107.84	3.08	6	77	285.362	50	250	4	1	uniform	Original
47	25	22	0.88	250	10	4.27	2.68	6	11.36	8.34	3.05	6	67	0.455	50	250	4	1	uniform	Subsampled
50	25	25	1	192834	7713.36	2328.23	1.76	4	7713.36	5633.68	1.76	4	44	308.534	50	250	4	1	uniform	Original
49	25	24	0.96	250	10	4.38	1.68	4	10.42	8.42	1.75	4	42	0.417	50	250	4	1	uniform	Subsampled
50	25	25	1	201224	8048.96	2190.48	1.8	4	8048.96	6017.58	1.8	5	45	321.958	50	250	4	1	uniform	Original
50	25	25	1	250	10	3.32	1.8	4	10	6.38	1.8	5	45	0.4	50	250	4	1	uniform	Subsampled
50	25	25	1	201241	8049.64	2323.37	3.72	6	8049.64	5099.19	3.72	10	93	321.986	50	250	4	1	uniform	Original
50	25	25	1	250	10	4.27	3.2	5	10	6.2	3.2	9	80	0.4	50	250	4	1	uniform	Subsampled
50	25	25	1	182764	7310.56	3126.34	1.72	4	7310.56	4200.11	1.72	3	43	292.422	50	250	4	1	uniform	Original
48	23	25	1.09	250	10.87	3.92	1.78	3	10	6.47	1.64	3	41	0.435	50	250	4	1	uniform	Subsampled
50	25	25	1	210102	8404.08	2224.14	2.72	5	8404.08	4133.62	2.72	5	68	336.163	50	250	4	1	uniform	Original
49	25	24	0.96	250	10	4.54	2.48	5	10.42	4.92	2.58	4	62	0.417	50	250	4	1	uniform	Subsampled
50	25	25	1	192353	7694.12	2403.5	4.56	10	7694.12	4296.58	4.56	9	114	307.765	50	250	4	1	uniform	Original
50	25	25	1	250	10	5.07	3.52	8	10	7.02	3.52	8	88	0.4	50	250	4	1	uniform	Subsampled
50	25	25	1	223841	8953.64	2405.62	2.32	5	8953.64	4022.89	2.32	5	58	358.146	50	250	4	1	uniform	Original
50	25	25	1	250	10	3.57	2.32	5	10	5.85	2.32	5	58	0.4	50	250	4	1	uniform	Subsampled
50	25	25	1	187582	7503.28	2470.03	4.4	8	7503.28	3739.89	4.4	8	110	300.131	50	250	4	1	uniform	Original
50	25	25	1	250	10	4.04	3.72	8	10	5.82	3.72	6	93	0.4	50	250	4	1	uniform	Subsampled
50	25	25	1	213942	8557.68	2086.57	3.36	6	8557.68	4937.39	3.36	7	84	342.307	50	250	4	1	uniform	Original
50	25	25	1	250	10	4.51	2.96	5	10	6.54	2.96	7	74	0.4	50	250	4	1	uniform	Subsampled
50	25	25	1	177780	7111.2	2466.73	3.24	5	7111.2	4674.1	3.24	8	81	284.448	50	250	4	1	uniform	Original
49	25	24	0.96	250	10	4.09	2.76	5	10.42	6.25	2.88	7	69	0.417	50	250	4	1	uniform	Subsampled
50	25	25	1	186148	7445.92	2279.5	4.12	7	7445.92	3964.88	4.12	10	103	297.837	50	250	4	1	uniform	Original
48	25	23	0.92	250	10	4.05	3.68	6	10.87	4.35	4	10	92	0.435	50	250	4	1	uniform	Subsampled
50	25	25	1	207517	8300.68	2474.41	2.24	5	8300.68	6764.65	2.24	4	56	332.027	50	250	4	1	uniform	Original
50	25	25	1	250	10	4.63	2.08	5	10	8.64	2.08	4	52	0.4	50	250	4	1	uniform	Subsampled
50	25	25	1	192714	7708.56	2587.48	2.68	6	7708.56	3950.41	2.68	4	67	308.342	50	250	4	1	uniform	Original
50	25	25	1	250	10	5.63	2.36	5	10	5.83	2.36	4	59	0.4	50	250	4	1	uniform	Subsampled
50	25	25	1	201599	8063.96	2249.1	3.68	6	8063.96	4136.14	3.68	8	92	322.558	50	250	4	1	uniform	Original
49	25	24	0.96	250	10	3.89	3.24	5	10.42	5.82	3.38	7	81	0.417	50	250	4	1	uniform	Subsampled
50	25	25	1	195249	7809.96	2263.93	4.32	8	7809.96	4297.22	4.32	8	108	312.398	50	250	4	1	uniform	Original
49	25	24	0.96	250	10	5.71	3.44	6	10.42	6.34	3.58	7	86	0.417	50	250	4	1	uniform	Subsampled
50	25	25	1	206248	8249.92	2057.3	4.08	10	8249.92	5435.36	4.08	9	102	329.997	50	250	4	1	uniform	Original
50	25	25	1	250	10	4.17	3.36	7	10	6.68	3.36	6	84	0.4	50	250	4	1	uniform	Subsampled
50	25	25	1	167344	6693.76	2080.61	3.48	6	6693.76	3893.53	3.48	8	87	267.75	50	250	4	1	uniform	Original
50	25	25	1	250	10	4.65	3.08	5	10	6.53	3.08	8	77	0.4	50	250	4	1	uniform	Subsampled
50	25	25	1	218196	8727.84	2229.83	4.64	9	8727.84	5129.26	4.64	9	116	349.114	50	250	4	1	uniform	Original
50	25	25	1	250	10	3.86	3.96	6	10	6.26	3.96	9	99	0.4	50	250	4	1	uniform	Subsampled
50	25	25	1	208584	8343.36	2286.74	3	6	8343.36	4662.18	3	5	75	333.734	50	250	4	1	uniform	Original
50	25	25	1	250	10	3.75	2.88	6	10	6.61	2.88	5	72	0.4	50	250	4	1	uniform	Subsampled
50	25	25	1	205853	8234.12	2364.72	2.56	6	8234.12	5188.13	2.56	5	64	329.365	50	250	4	1	uniform	Original
49	25	24	0.96	250	10	4.22	2.36	6	10.42	7.26	2.46	5	59	0.417	50	250	4	1	uniform	Subsampled
50	25	25	1	222440	8897.6	2349.3	1.84	4	8897.6	6077.33	1.84	4	46	355.904	50	250	4	1	uniform	Original
50	25	25	1	250	10	3.76	1.76	3	10	7.41	1.76	4	44	0.4	50	250	4	1	uniform	Subsampled
50	25	25	1	213294	8531.76	2447.26	3.28	7	8531.76	5438.2	3.28	9	82	341.27	50	250	4	1	uniform	Original
49	25	24	0.96	250	10	4.07	3.04	6	10.42	6.88	3.17	8	76	0.417	50	250	4	1	uniform	Subsampled
50	25	25	1	213295	8531.8	2598.42	4.32	10	8531.8	4270.7	4.32	10	108	341.272	50	250	4	1	uniform	Original
50	25	25	1	250	10	3.83	3.64	9	10	5.28	3.64	7	91	0.4	50	250	4	1	uniform	Subsampled
50	25	25	1	227297	9091.88	2063.54	3.32	6	9091.88	3960.18	3.32	7	83	363.675	50	250	4	1	uniform	Original
50	25	25	1	250	10	3.87	3.2	6	10	5.13	3.2	7	80	0.4	50	250	4	1	uniform	Subsampled
50	25	25	1	194113	7764.52	2319.08	1.64	3	7764.52	4535.37	1.64	4	41	310.581	50	250	4	1	uniform	Original
50	25	25	1	250	10	4.66	1.64	3	10	5.91	1.64	4	41	0.4	50	250	4	1	uniform	Subsampled
50	25	25	1	168104	6724.16	1837.34	1.68	4	6724.16	3548.12	1.68	3	42	268.966	50	250	4	1	uniform	Original
49	25	24	0.96	250	10	3.71	1.6	4	10.42	7.16	1.67	3	40	0.417	50	250	4	1	uniform	Subsampled
50	25	25	1	220428	8817.12	2476.87	1.76	4	8817.12	5912.91	1.76	4	44	352.685	50	250	4	1	uniform	Original
50	25	25	1	250	10	3.76	1.76	4	10	7.21	1.76	4	44	0.4	50	250	4	1	uniform	Subsampled
50	25	25	1	198921	7956.84	2373.18	3.56	6	7956.84	6007.4	3.56	9	89	318.274	50	250	4	1	uniform	Original
50	25	25	1	250	10	3.61	3.24	6	10	7.34	3.24	9	81	0.4	50	250	4	1	uniform	Subsampled
50	25	25	1	201691	8067.64	2231.49	4.44	7	8067.64	3920.65	4.44	8	111	322.706	50	250	4	1	uniform	Original
50	25	25	1	250	10	4.07	3.84	6	10	6.1	3.84	8	96	0.4	50	250	4	1	uniform	Subsampled
50	25	25	1	194400	7776	2708.97	4.76	8	7776	3872.71	4.76	9	119	311.04	50	250	4	1	uniform	Original
50	25	25	1	250	10	4.48	4	7	10	5.09	4	8	100	0.4	50	250	4	1	uniform	Subsampled
50	25	25	1	211046	8441.84	2213.87	4.36	9	8441.84	4658.09	4.36	11	109	337.674	50	250	4	1	uniform	Original
50	25	25	1	250	10	4.63	3.56	7	10	6.14	3.56	8	89	0.4	50	250	4	1	uniform	Subsampled
100	50	50	1	374218	7484.36	2155.62	2.68	6	7484.36	4531.86	2.68	7	134	149.687	100	250	4	1	uniform	Original
98	49	49	1	250	5.1	2.53	2.14	4	5.1	3.57	2.14	7	105	0.104	100	250	4	1	uniform	Subsampled
100	50	50	1	409070	8181.4	2399.08	4.06	11	8181.4	5879.43	4.06	9	203	163.628	100	250	4	1	uniform	Original
96	49	47	0.96	250	5.1	3.08	2.55	6	5.32	4.27	2.66	6	125	0.109	100	250	4	1	uniform	Subsampled
100	50	50	1	400426	8008.52	2483.7	4.24	8	8008.52	4184.21	4.24	9	212	160.17	100	250	4	1	uniform	Original
97	50	47	0.94	250	5	2.81	2.72	5	5.32	3.67	2.89	6	136	0.106	100	250	4	1	uniform	Subsampled
100	50	50	1	404947	8098.94	2321.84	2.68	6	8098.94	5045.79	2.68	7	134	161.979	100	250	4	1	uniform	Original
96	50	46	0.92	250	5	2.48	2.12	4	5.43	3.74	2.3	6	106	0.109	100	250	4	1	uniform	Subsampled
100	50	50	1	424793	8495.86	2175.75	3.24	8	8495.86	6095.61	3.24	8	162	169.917	100	250	4	1	uniform	Original
95	49	46	0.94	250	5.1	2.85	2.29	7	5.43	4.5	2.43	7	112	0.111	100	250	4	1	uniform	Subsampled
100	50	50	1	413734	8274.68	2460.31	1.82	5	8274.68	6369.87	1.82	4	91	165.494	100	250	4	1	uniform	Original
94	49	45	0.92	250	5.1	2.41	1.63	5	5.56	4.54	1.78	4	80	0.113	100	250	4	1	uniform	Subsampled
100	50	50	1	367512	7350.24	2430.15	4.48	10	7350.24	3885.6	4.48	8	224	147.005	100	250	4	1	uniform	Original
95	48	47	0.98	250	5.21	2.73	2.81	6	5.32	3.4	2.87	8	135	0.111	100	250	4	1	uniform	Subsampled
100	50	50	1	405366	8107.32	2269.11	1.78	5	8107.32	5269.21	1.78	4	89	162.146	100	250	4	1	uniform	Original
98	50	48	0.96	250	5	2.16	1.58	3	5.21	3.57	1.65	4	79	0.104	100	250	4	1	uniform	Subsampled
100	50	50	1	399407	7988.14	2471.13	4.52	9	7988.14	3945.83	4.52	10	226	159.763	100	250	4	1	uniform	Original
96	50	46	0.92	250	5	2.64	2.8	6	5.43	3.31	3.04	7	140	0.109	100	250	4	1	uniform	Subsampled
100	50	50	1	400239	8004.78	2281.38	3.62	8	8004.78	4898.53	3.62	8	181	160.096	100	250	4	1	uniform	Original
96	50	46	0.92	250	5	3.01	2.54	5	5.43	3.74	2.76	7	127	0.109	100	250	4	1	uniform	Subsampled
100	50	50	1	365587	7311.74	2481.68	3.34	7	7311.74	4308.29	3.34	6	167	146.235	100	250	4	1	uniform	Original
97	50	47	0.94	250	5	2.97	2.32	5	5.32	3.52	2.47	5	116	0.106	100	250	4	1	uniform	Subsampled
100	50	50	1	393094	7861.88	2571.8	1.82	4	7861.88	6584.15	1.82	5	91	157.238	100	250	4	1	uniform	Original
97	50	47	0.94	250	5	2.69	1.62	4	5.32	4.51	1.72	5	81	0.106	100	250	4	1	uniform	Subsampled
100	50	50	1	390785	7815.7	2390.38	4.16	9	7815.7	3626.94	4.16	7	208	156.314	100	250	4	1	uniform	Original
97	48	49	1.02	250	5.21	2.74	2.83	6	5.1	3.28	2.78	7	136	0.106	100	250	4	1	uniform	Subsampled
100	50	50	1	385823	7716.46	2509.79	4.28	10	7716.46	4426.34	4.28	9	214	154.329	100	250	4	1	uniform	Original
96	48	48	1	250	5.21	2.74	2.83	5	5.21	3.39	2.83	7	136	0.109	100	250	4	1	uniform	Subsampled
100	50	50	1	362661	7253.22	2943.65	1.64	5	7253.22	4749.96	1.64	4	82	145.064	100	250	4	1	uniform	Original
94	46	48	1.04	250	5.43	2.38	1.61	4	5.21	3.91	1.54	4	74	0.113	100	250	4	1	uniform	Subsampled
100	50	50	1	411408	8228.16	2479.48	3.22	9	8228.16	5077.41	3.22	7	161	164.563	100	250	4	1	uniform	Original
92	48	44	0.92	250	5.21	2.48	2.52	5	5.68	3.43	2.75	7	121	0.118	100	250	4	1	uniform	Subsampled
100	50	50	1	402735	8054.7	2471.86	2.54	5	8054.7	7170.42	2.54	6	127	161.094	100	250	4	1	uniform	Original
96	50	46	0.92	250	5	2.53	1.98	5	5.43	4.32	2.15	6	99	0.109	100	250	4	1	uniform	Subsampled
100	50	50	1	409980	8199.6	2428.06	1.62	5	8199.6	5822.44	1.62	4	81	163.992	100	250	4	1	uniform	Original
96	49	47	0.96	250	5.1	2.49	1.51	4	5.32	3.96	1.57	4	74	0.109	100	250	4	1	uniform	Subsampled
100	50	50	1	386347	7726.94	2258.65	2.62	7	7726.94	5377.66	2.62	5	131	154.539	100	250	4	1	uniform	Original
94	47	47	1	250	5.32	2.74	2.04	4	5.32	4.91	2.04	5	96	0.113	100	250	4	1	uniform	Subsampled
100	50	50	1	380070	7601.4	2106.19	2.52	5	7601.4	5538.86	2.52	6	126	152.028	100	250	4	1	uniform	Original
95	50	45	0.9	250	5	2.7	1.96	4	5.56	3.96	2.18	5	98	0.111	100	250	4	1	uniform	Subsampled
100	50	50	1	397171	7943.42	2185.54	4.28	9	7943.42	4591.94	4.28	9	214	158.868	100	250	4	1	uniform	Original
97	49	48	0.98	250	5.1	2.55	2.92	6	5.21	3.19	2.98	7	143	0.106	100	250	4	1	uniform	Subsampled
100	50	50	1	395852	7917.04	2514.8	1.58	5	7917.04	4972.51	1.58	3	79	158.341	100	250	4	1	uniform	Original
98	50	48	0.96	250	5	2.77	1.44	3	5.21	4.16	1.5	3	72	0.104	100	250	4	1	uniform	Subsampled
100	50	50	1	366883	7337.66	2468.55	1.76	4	7337.66	5317.04	1.76	4	88	146.753	100	250	4	1	uniform	Original
95	48	47	0.98	250	5.21	2.58	1.54	3	5.32	4.02	1.57	4	74	0.111	100	250	4	1	uniform	Subsampled
100	50	50	1	405673	8113.46	2319.44	2.48	5	8113.46	5336.05	2.48	10	124	162.269	100	250	4	1	uniform	Original
97	48	49	1.02	250	5.21	2.24	2.15	4	5.1	3.24	2.1	7	103	0.106	100	250	4	1	uniform	Subsampled
100	50	50	1	396215	7924.3	2517.1	2.5	6	7924.3	6282.45	2.5	7	125	158.486	100	250	4	1	uniform	Original
97	50	47	0.94	250	5	3.06	1.96	4	5.32	5.05	2.09	5	98	0.106	100	250	4	1	uniform	Subsampled
100	50	50	1	397064	7941.28	2079.1	3.4	7	7941.28	4378.89	3.4	8	170	158.826	100	250	4	1	uniform	Original
97	50	47	0.94	250	5	2.62	2.28	4	5.32	3.67	2.43	7	114	0.106	100	250	4	1	uniform	Subsampled
100	50	50	1	399406	7988.12	2492.32	1.78	4	7988.12	4844.76	1.78	4	89	159.762	100	250	4	1	uniform	Original
96	49	47	0.96	250	5.1	2.43	1.57	4	5.32	3.17	1.64	3	77	0.109	100	250	4	1	uniform	Subsampled
100	50	50	1	390148	7802.96	2497.9	3.52	7	7802.96	4724.73	3.52	8	176	156.059	100	250	4	1	uniform	Original
99	49	50	1.02	250	5.1	2.79	2.53	5	5	3.37	2.48	5	124	0.102	100	250	4	1	uniform	Subsampled
100	50	50	1	384312	7686.24	2341.19	2.34	5	7686.24	4425.78	2.34	5	117	153.725	100	250	4	1	uniform	Original
99	50	49	0.98	250	5	3.19	1.84	5	5.1	3.95	1.88	5	92	0.102	100	250	4	1	uniform	Subsampled
100	50	50	1	388583	7771.66	2383.66	3.52	8	7771.66	4028.1	3.52	8	176	155.433	100	250	4	1	uniform	Original
96	50	46	0.92	250	5	2.36	2.4	5	5.43	2.84	2.61	7	120	0.109	100	250	4	1	uniform	Subsampled
100	50	50	1	409788	8195.76	2370.71	1.78	5	8195.76	5924.8	1.78	4	89	163.915	100	250	4	1	uniform	Original
94	48	46	0.96	250	5.21	2.67	1.5	4	5.43	4.49	1.57	4	72	0.113	100	250	4	1	uniform	Subsampled
100	50	50	1	384863	7697.26	2210.29	3.48	8	7697.26	4991.95	3.48	9	174	153.945	100	250	4	1	uniform	Original
98	50	48	0.96	250	5	2.36	2.46	5	5.21	3.27	2.56	7	123	0.104	100	250	4	1	uniform	Subsampled
100	50	50	1	401795	8035.9	2335.37	3.2	6	8035.9	5318.71	3.2	9	160	160.718	100	250	4	1	uniform	Original
97	50	47	0.94	250	5	2.67	2.26	5	5.32	3.56	2.4	5	113	0.106	100	250	4	1	uniform	Subsampled
100	50	50	1	407038	8140.76	2172.24	1.66	5	8140.76	5645.04	1.66	5	83	162.815	100	250	4	1	uniform	Original
95	48	47	0.98	250	5.21	2.63	1.52	3	5.32	3.96	1.55	4	73	0.111	100	250	4	1	uniform	Subsampled
100	50	50	1	388977	7779.54	2351.69	2.48	11	7779.54	6376.21	2.48	7	124	155.591	100	250	4	1	uniform	Original
96	50	46	0.92	250	5	2.62	1.96	6	5.43	4.55	2.13	5	98	0.109	100	250	4	1	uniform	Subsampled
100	50	50	1	405523	8110.46	2159.05	2.32	5	8110.46	6218.75	2.32	6	116	162.209	100	250	4	1	uniform	Original
100	50	50	1	250	5	3.01	1.92	4	5	4.89	1.92	6	96	0.1	100	250	4	1	uniform	Subsampled
100	50	50	1	413120	8262.4	2200.24	2.52	6	8262.4	4661.79	2.52	5	126	165.248	100	250	4	1	uniform	Original
95	49	46	0.94	250	5.1	2.55	2.06	4	5.43	3.64	2.2	5	101	0.111	100	250	4	1	uniform	Subsampled
100	50	50	1	371024	7420.48	2350.81	3.16	6	7420.48	4927.16	3.16	7	158	148.41	100	250	4	1	uniform	Original
98	50	48	0.96	250	5	3.43	2.16	5	5.21	3.67	2.25	5	108	0.104	100	250	4	1	uniform	Subsampled
100	50	50	1	393320	7866.4	2276.82	2.52	6	7866.4	4576.86	2.52	5	126	157.328	100	250	4	1	uniform	Original
95	49	46	0.94	250	5.1	2.42	1.98	5	5.43	3.1	2.11	5	97	0.111	100	250	4	1	uniform	Subsampled
100	50	50	1	389122	7782.44	2472.32	1.8	5	7782.44	5447.74	1.8	5	90	155.649	100	250	4	1	uniform	Original
96	49	47	0.96	250	5.1	3.17	1.51	4	5.32	5.25	1.57	5	74	0.109	100	250	4	1	uniform	Subsampled
100	50	50	1	400324	8006.48	2532.82	1.72	5	8006.48	6275.62	1.72	4	86	160.13	100	250	4	1	uniform	Original
91	47	44	0.94	250	5.32	2.65	1.51	3	5.68	4.94	1.61	4	71	0.121	100	250	4	1	uniform	Subsampled
100	50	50	1	421623	8432.46	2470.83	3.64	7	8432.46	4737.6	3.64	8	182	168.649	100	250	4	1	uniform	Original
97	50	47	0.94	250	5	2.89	2.48	5	5.32	3.55	2.64	6	124	0.106	100	250	4	1	uniform	Subsampled
100	50	50	1	380123	7602.46	2090.17	4.44	8	7602.46	4050.16	4.44	10	222	152.049	100	250	4	1	uniform	Original
97	50	47	0.94	250	5	2.72	2.86	6	5.32	3.39	3.04	9	143	0.106	100	250	4	1	uniform	Subsampled
100	50	50	1	418467	8369.34	2265.17	4.14	8	8369.34	5282.38	4.14	10	207	167.387	100	250	4	1	uniform	Original
98	50	48	0.96	250	5	2.96	2.48	5	5.21	4.1	2.58	8	124	0.104	100	250	4	1	uniform	Subsampled
100	50	50	1	407865	8157.3	2086.43	4.1	8	8157.3	4522.9	4.1	10	205	163.146	100	250	4	1	uniform	Original
96	50	46	0.92	250	5	2.55	2.7	5	5.43	3.16	2.93	7	135	0.109	100	250	4	1	uniform	Subsampled
100	50	50	1	414332	8286.64	2546.26	4.24	8	8286.64	4942.22	4.24	9	212	165.733	100	250	4	1	uniform	Original
98	50	48	0.96	250	5	2.52	2.8	6	5.21	3.7	2.92	6	140	0.104	100	250	4	1	uniform	Subsampled
100	50	50	1	400150	8003	2057.37	1.72	4	8003	5445.11	1.72	4	86	160.06	100	250	4	1	uniform	Original
94	49	45	0.92	250	5.1	2.49	1.51	3	5.56	4.53	1.64	4	74	0.113	100	250	4	1	uniform	Subsampled
100	50	50	1	445102	8902.04	2173	3.34	6	8902.04	6118.66	3.34	9	167	178.041	100	250	4	1	uniform	Original
95	50	45	0.9	250	5	2.32	2.3	5	5.56	4.58	2.56	7	115	0.111	100	250	4	1	uniform	Subsampled
100	50	50	1	419884	8397.68	2206.95	3.18	7	8397.68	4811.41	3.18	7	159	167.954	100	250	4	1	uniform	Original
95	50	45	0.9	250	5	2.72	2.12	4	5.56	3.91	2.36	6	106	0.111	100	250	4	1	uniform	Subsampled
100	50	50	1	382042	7640.84	2192.28	2.5	6	7640.84	4477.92	2.5	6	125	152.817	100	250	4	1	uniform	Original
94	48	46	0.96	250	5.21	2.67	1.92	5	5.43	3.75	2	4	92	0.113	100	250	4	1	uniform	Subsampled
100	50	50	1	420979	8419.58	2209.11	2.48	6	8419.58	5620.96	2.48	5	124	168.392	100	250	4	1	uniform	Original
94	49	45	0.92	250	5.1	2.36	2	6	5.56	3.88	2.18	5	98	0.113	100	250	4	1	uniform	Subsampled
100	50	50	1	389597	7791.94	2175.39	3.1	6	7791.94	4740.27	3.1	7	155	155.839	100	250	4	1	uniform	Original
96	49	47	0.96	250	5.1	2.6	2.29	5	5.32	3.32	2.38	5	112	0.109	100	250	4	1	uniform	Subsampled
100	50	50	1	390336	7806.72	2830.93	1.66	5	7806.72	5038.9	1.66	4	83	156.134	100	250	4	1	uniform	Original
96	48	48	1	250	5.21	2.61	1.56	3	5.21	3.38	1.56	4	75	0.109	100	250	4	1	uniform	Subsampled
100	50	50	1	393776	7875.52	2247.9	3.34	7	7875.52	4719.69	3.34	7	167	157.51	100	250	4	1	uniform	Original
97	50	47	0.94	250	5	2.42	2.4	5	5.32	3.4	2.55	6	120	0.106	100	250	4	1	uniform	Subsampled
100	50	50	1	427176	8543.52	2655.35	1.78	4	8543.52	5938.55	1.78	4	89	170.87	100	250	4	1	uniform	Original
96	50	46	0.92	250	5	2.7	1.48	3	5.43	3.58	1.61	4	74	0.109	100	250	4	1	uniform	Subsampled
100	50	50	1	425512	8510.24	2245.04	4.18	8	8510.24	5552.3	4.18	13	209	170.205	100	250	4	1	uniform	Original
95	50	45	0.9	250	5	2.29	2.78	6	5.56	3.62	3.09	8	139	0.111	100	250	4	1	uniform	Subsampled
100	50	50	1	416918	8338.36	2164.58	4.26	11	8338.36	4299.57	4.26	9	213	166.767	100	250	4	1	uniform	Original
98	49	49	1	250	5.1	2.13	2.92	6	5.1	2.83	2.92	7	143	0.104	100	250	4	1	uniform	Subsampled
100	50	50	1	408606	8172.12	2225.56	2.4	5	8172.12	5564.21	2.4	6	120	163.442	100	250	4	1	uniform	Original
99	50	49	0.98	250	5	2.56	2	5	5.1	3.8	2.04	6	100	0.102	100	250	4	1	uniform	Subsampled
100	50	50	1	376140	7522.8	2354.45	1.72	4	7522.8	5190.27	1.72	4	86	150.456	100	250	4	1	uniform	Original
96	49	47	0.96	250	5.1	2.65	1.51	3	5.32	4.54	1.57	3	74	0.109	100	250	4	1	uniform	Subsampled
100	50	50	1	409018	8180.36	2489.3	2.42	5	8180.36	6324.22	2.42	7	121	163.607	100	250	4	1	uniform	Original
93	49	44	0.9	250	5.1	2.65	1.78	4	5.68	4.46	1.98	7	87	0.116	100	250	4	1	uniform	Subsampled
100	50	50	1	396864	7937.28	2239.52	3.26	7	7937.28	4465.55	3.26	7	163	158.746	100	250	4	1	uniform	Original
97	49	48	0.98	250	5.1	2.51	2.47	5	5.21	3.54	2.52	7	121	0.106	100	250	4	1	uniform	Subsampled
100	50	50	1	420313	8406.26	2480.82	3.44	9	8406.26	5232.65	3.44	7	172	168.125	100	250	4	1	uniform	Original
